title,label,label_score,preprocessed_text,vectorized_text,is_exclamation,is_question,is_multiple_exclamation
Netizen Dibuat Terpana Dengan Proporsi Tubuh Milik Jennie BLACKPINK,non-clickbait,0,netizen terpana proporsi tubuh milik jennie blackpink,"[3, 4791, 29825, 2347, 1683, 17786, 2891, 3353, 6531, 8603, 5566, 10037, 1028, 1]",0,0,0
"Mantan Pramugari Bongkar Kelakuan Buruk Idol K-Pop di Pesawat, Siapa yang Terbaik?",clickbait,1,mantan pramugari bongkar kelakuan buruk idol k pop pesawat terbaik,"[3, 3651, 8513, 23058, 1012, 30267, 23786, 5576, 10046, 50, 2494, 2591, 2911, 1]",0,1,0
Siapkan Diri untuk Nostalgia di Film THE LION KING 2019,non-clickbait,0,siapkan nostalgia film the lion king,"[3, 4277, 1507, 16119, 4235, 4576, 1763, 1873, 17048, 2013, 1]",0,0,0
"Hadiri Kompetisi PUGB, Dicky Smash dan Hesty Klepek-Klepek Deg-Degan",non-clickbait,0,hadiri kompetisi pugb dicky smash hesty klepek klepek deg degan,"[3, 5515, 1012, 4315, 18385, 1013, 27957, 26984, 14980, 4311, 9078, 16684, 9078, 16684, 9541, 9541, 1487, 1]",0,0,0
"Tak Jenguk Galih Ginanjar di Penjara, Barbie Kumalasari: Aku Masih Sakit",non-clickbait,0,jenguk galih ginanjar penjara barbie kumalasari sakit,"[3, 25982, 1549, 17440, 1015, 15831, 23502, 6166, 19420, 3452, 1899, 7840, 1518, 3541, 1]",0,0,0
"Blak-Blakan Akui Pindah Agama, Salmafina Sunan Tegaskan Penyebabnya Bukan Orang Lain",non-clickbait,0,blak blakan akui pindah agama salmafina sunan tegaskan penyebabnya orang,"[3, 14071, 1028, 14071, 1507, 4384, 1012, 3697, 2664, 2298, 2465, 17262, 1007, 7928, 11441, 1507, 20077, 1714, 1]",0,0,0
"Nunung Positif Narkoba, Ditangkap Polisi Bersama Suami",non-clickbait,0,nunung positif narkoba ditangkap polisi suami,"[3, 10540, 1563, 5312, 13401, 5706, 4476, 6989, 1]",0,0,0
"Barbie Kumalasari Tak Penuhi Pemeriksaan Kepolisian, Begini Penjelasan Pengacaranya",clickbait,1,barbie kumalasari penuhi pemeriksaan kepolisian penjelasan pengacaranya,"[3, 19420, 3452, 1899, 7840, 1518, 3906, 1012, 8968, 7301, 7924, 9381, 1538, 1]",0,0,0
Teater Koma Gaet Milenial Lewat Modernitas Pementasan Goro-Goro: Mahabarata 2,non-clickbait,0,teater koma gaet milenial modernitas pementasan goro goro mahabarata,"[3, 5225, 17930, 3879, 1583, 2329, 4357, 1011, 3293, 1741, 14606, 4997, 1016, 4997, 1016, 14633, 5085, 1007, 1]",0,0,0
"Tessa Mariska Terseret Kasus 'Ikan Asin', Ada Apa?",clickbait,1,tessa mariska terseret ikan asin,"[3, 25269, 1007, 4514, 15015, 29235, 3836, 3646, 14154, 1]",0,1,0
6 Fakta Sosok Iyan Sambiran Suami Nunung yang Juga Ditangkap Karena Narkoba,clickbait,1,fakta sosok iyan sambiran suami nunung ditangkap narkoba,"[3, 7439, 7317, 48, 4620, 6547, 2203, 6989, 10540, 1563, 5706, 13401, 1]",0,0,0
"Spoiler Improvindo di JICOMFEST 2019, Mc Dani Jamin Bakal Bikin Ngakak",clickbait,1,spoiler improvindo jicomfest mc dani jamin bikin ngakak,"[3, 29978, 10233, 22360, 9988, 2566, 12763, 31779, 4396, 18519, 12374, 1010, 9373, 1498, 10608, 1914, 1028, 1]",0,0,0
"Sinopsis Drama BIG Episode 10, Terungkapnya Rahasia Keluarga Gong Yoo",non-clickbait,0,sinopsis drama big episode terungkapnya rahasia keluarga gong yoo,"[3, 30105, 11705, 3462, 7446, 3506, 11777, 1538, 6304, 2565, 9092, 18801, 1]",0,0,0
Terungkap Fakta Jika Nunung Srimulat Tak Pernah Menyapa Warga,clickbait,1,terungkap fakta nunung srimulat menyapa warga,"[3, 11777, 7439, 10540, 1563, 27105, 9555, 31899, 3167, 1]",0,0,0
"Sinopsis Sinetron 'CINTA SUCI' Episode 326, Tayang 23 April 2019",non-clickbait,0,sinopsis sinetron cinta suci episode tayang april,"[3, 30105, 11705, 5713, 4045, 3935, 3506, 6651, 2778, 1]",0,0,0
"Sinopsis Drama BIG Episode 13, Terungkapnya Identitas Orangtua Gong Yoo",non-clickbait,0,sinopsis drama big episode terungkapnya identitas orangtua gong yoo,"[3, 30105, 11705, 3462, 7446, 3506, 11777, 1538, 6460, 29243, 9092, 18801, 1]",0,0,0
"Sinopsis Drama BIG Episode 16, Akhir Kisah Cinta Gong Yoo & Lee Min Jung",non-clickbait,0,sinopsis drama big episode kisah cinta gong yoo lee min jung,"[3, 30105, 11705, 3462, 7446, 3506, 3878, 4045, 9092, 18801, 5378, 2249, 8129, 1]",0,0,0
"Sinopsis Sinetron 'ORANG KETIGA' Tayang Rabu, 24 April 2019",non-clickbait,0,sinopsis sinetron orang ketiga tayang rabu april,"[3, 30105, 11705, 5713, 1714, 2918, 6651, 12757, 2778, 1]",0,0,0
"Sinopsis Drama BIG Episode 15, Pengakuan Cinta Lee Min Jung",non-clickbait,0,sinopsis drama big episode pengakuan cinta lee min jung,"[3, 30105, 11705, 3462, 7446, 3506, 6735, 4045, 5378, 2249, 8129, 1]",0,0,0
"Heboh Kabar Video Masturbasi Atlet DW, Begini Komentar Mikha Tambayong",clickbait,1,heboh kabar video masturbasi atlet dw komentar mikha tambayong,"[3, 15533, 1778, 4962, 3229, 31536, 8053, 9575, 10895, 15277, 8294, 22690, 9563, 1]",0,0,0
"Mantap Menikah dengan Fadel Islami, Muzdalifah Ungkap Kalimat Romantis",non-clickbait,0,mantap menikah fadel islami muzdalifah kalimat romantis,"[3, 25957, 3136, 7834, 1505, 17907, 18949, 14005, 28346, 7764, 10214, 1]",0,0,0
Co Working Space dengan View Laut Pertama dan Satu-Satunya di Jakarta,clickbait,1,co working space view laut satunya jakarta,"[3, 2736, 31079, 10027, 17246, 2291, 3473, 2647, 1]",0,0,0
"20 Finalis Siap Perebutkan Gelar Puteri Muslimah Indonesia 2019, Siapa Juaranya?",clickbait,1,finalis perebutkan gelar puteri muslimah indonesia juaranya,"[3, 10340, 9956, 1610, 1507, 2839, 8329, 28016, 1766, 3871, 1538, 1]",0,1,0
"Sinopsis Sinetron 'ORANG KETIGA' Tayang Kamis, 25 April 2019",non-clickbait,0,sinopsis sinetron orang ketiga tayang kamis april,"[3, 30105, 11705, 5713, 1714, 2918, 6651, 11553, 2778, 1]",0,0,0
Keluarga Jessica Iskandar Curiga Video Syur Richard Kyle Karena Dijebak,non-clickbait,0,keluarga jessica iskandar curiga video syur richard kyle dijebak,"[3, 2565, 15410, 12882, 19362, 3229, 2584, 1530, 5997, 25149, 2617, 9784, 1]",0,0,0
"Rumah Berlapis Emas, Dari Mana Sumber Kekayaan Muzdalifah?",clickbait,1,rumah berlapis emas sumber kekayaan muzdalifah,"[3, 2177, 17866, 4166, 2755, 7471, 18949, 14005, 28346, 1]",0,1,0
"Sinopsis Drama BIG Episode 14, Akankah Keajaiban Terjadi pada Gong Yoo?",non-clickbait,0,sinopsis drama big episode keajaiban gong yoo,"[3, 30105, 11705, 3462, 7446, 3506, 18726, 9092, 18801, 1]",0,1,0
"'ENDGAME' Jadi Aksi Pamungkas Avengers, Begini Kelanjutan Marvel Cinematic Universe",clickbait,1,endgame aksi pamungkas avengers kelanjutan marvel cinematic universe,"[3, 4664, 8688, 1019, 4798, 30746, 24190, 13017, 13382, 29720, 1669, 11688, 1]",0,0,0
"Gelar Show di Karanganyar, Pandji Pragiwaksono Bicara Soal  Indonesia",non-clickbait,0,gelar show karanganyar pandji pragiwaksono bicara indonesia,"[3, 2839, 5981, 17275, 28958, 22234, 24508, 5212, 3820, 10272, 1766, 1]",0,0,0
"Sinopsis 'ANAK LANGIT' Episode 1111-1112, Tayang 25 April 2019",non-clickbait,0,sinopsis anak langit episode tayang april,"[3, 30105, 11705, 1942, 5540, 3506, 6651, 2778, 1]",0,0,0
"Program Spesial MNCTV di Bulan Ramadan, Siraman Qalbu Hingga Upin Ipin",non-clickbait,0,program spesial mnctv ramadan siraman qalbu upin ipin,"[3, 2607, 11983, 22119, 19823, 25832, 1854, 17044, 1011, 1526, 25110, 1010, 5173, 1498, 1]",0,0,0
"Gara-Gara Air, Kim Jae Wook Akhirnya Cium Park Min Young",clickbait,1,gara gara air kim jae wook cium park min young,"[3, 16020, 16020, 2054, 3148, 15067, 30251, 22628, 4217, 2249, 7419, 1]",0,0,0
"Posting Foto RS Kanker, Peggy Melati Sukma Bicara Tentang Keadaan Sulit",non-clickbait,0,posting foto rs kanker peggy melati sukma bicara sulit,"[3, 8655, 1529, 5007, 7501, 7119, 3811, 9120, 15751, 31058, 10272, 4981, 1]",0,0,0
"Pemutaran Perdana Film Pemenang Short Film Pitching Project 2018, BANGKIS dan LASAGNA",non-clickbait,0,pemutaran perdana film pemenang short film pitching project bangkis lasagna,"[3, 15292, 3485, 1763, 4794, 15520, 1763, 28381, 1529, 9569, 5166, 1511, 5759, 8221, 1007, 1]",0,0,0
"Sinopsis Sinetron 'CINTA BUTA' Episode 101, Tayang 26 April 201",non-clickbait,0,sinopsis sinetron cinta buta episode tayang april,"[3, 30105, 11705, 5713, 4045, 11751, 3506, 6651, 2778, 1]",0,0,0
"Posting Foto Dengan Tagar 'Proud of Akad', Ivan Gunawan Sudah Nikah?",clickbait,1,posting foto tagar proud of akad ivan gunawan nikah,"[3, 8655, 1529, 5007, 9143, 1490, 1654, 1575, 2077, 29916, 10563, 17485, 20718, 1]",0,1,0
Begini Upaya Kate Middleton Damaikan Pangeran William dan Pangeran Harry,clickbait,1,upaya kate middleton damaikan pangeran william pangeran harry,"[3, 4152, 15939, 19011, 2320, 7198, 1507, 3385, 4388, 3385, 6640, 1]",0,0,0
"Ke New Zealand Tanpa Kate Middleton, Pangeran William: Kekuatan Cinta Akan Menang",clickbait,1,new zealand kate middleton pangeran william kekuatan cinta menang,"[3, 2770, 25690, 15939, 19011, 2320, 3385, 4388, 3311, 4045, 4774, 1]",0,0,0
Anji Beberkan Alasan Kolabs Bareng Lucinta Luna: Dia Nggak Boleh di TV,non-clickbait,0,anji beberkan alasan kolabs bareng lucinta luna nggak tv,"[3, 4934, 1012, 1756, 19385, 1487, 4268, 2479, 1629, 1018, 1700, 1523, 5309, 2446, 14708, 4214, 15289, 3579, 1]",0,0,0
"Sinopsis Drama W Episode 1, Pertemuan Pertama Han Hyo Joo & Lee Jong Suk",non-clickbait,0,sinopsis drama w episode pertemuan han hyo joo lee jong suk,"[3, 30105, 11705, 3462, 62, 3506, 4517, 4110, 23722, 19805, 5378, 9403, 2984, 1]",0,0,0
"Sinopsis Drama W Episode 3, Jawaban yang Dicari Lee Jong Suk",non-clickbait,0,sinopsis drama w episode dicari lee jong suk,"[3, 30105, 11705, 3462, 62, 3506, 15408, 5378, 9403, 2984, 1]",0,0,0
"Sinopsis Drama W Episode 2, Transisi dari Dunia Nyata ke Komik",non-clickbait,0,sinopsis drama w episode transisi dunia nyata komik,"[3, 30105, 11705, 3462, 62, 3506, 9810, 1935, 6580, 6921, 1]",0,0,0
"Sinopsis Drama W Episode 5, Pertemuan Lee Jong Suk dengan Penciptanya",non-clickbait,0,sinopsis drama w episode pertemuan lee jong suk penciptanya,"[3, 30105, 11705, 3462, 62, 3506, 4517, 5378, 9403, 2984, 6807, 1538, 1]",0,0,0
"Spoiler Film 'AVENGERS: ENDGAME', Pria Ini Babak Belur di Luar Bioskop",clickbait,1,spoiler film avengers endgame pria babak belur bioskop,"[3, 29978, 10233, 1763, 24190, 4664, 8688, 1019, 3907, 3896, 27001, 1008, 7707, 1]",0,0,0
"Sempat Ulang Ijab Kabul, Ammar Zoni Resmi Nikahi Irish Bella di Hutan Pinus Lembang",non-clickbait,0,ulang ijab kabul ammar zoni resmi nikahi irish bella hutan pinus lembang,"[3, 3883, 18047, 1013, 22406, 23344, 1490, 25913, 1012, 2771, 20718, 1012, 31362, 15364, 3327, 18365, 24626, 1]",0,0,0
"Sinopsis Drama W Episode 6, Usaha Menghidupkan Kembali Lee Jong Suk",non-clickbait,0,sinopsis drama w episode usaha menghidupkan lee jong suk,"[3, 30105, 11705, 3462, 62, 3506, 3641, 13965, 5378, 9403, 2984, 1]",0,0,0
"Sinopsis Sinetron 'CINTA SUCI' Episode 332, Tayang 29 April 2019",non-clickbait,0,sinopsis sinetron cinta suci episode tayang april,"[3, 30105, 11705, 5713, 4045, 3935, 3506, 6651, 2778, 1]",0,0,0
"Johan de Beule, Ayah Irish Bella yang Namanya Bikin Ammar Zoni Ulang Ijab Kabul",non-clickbait,0,johan de beule ayah irish bella namanya bikin ammar zoni ulang ijab kabul,"[3, 11951, 1968, 2812, 10183, 2701, 31362, 15364, 3843, 9373, 1498, 23344, 1490, 25913, 1012, 3883, 18047, 1013, 22406, 1]",0,0,0
"Sinopsis Sinetron 'ANAK LANGIT' Episode 1117 & 1118, Tayang 29 April 2019",non-clickbait,0,sinopsis sinetron anak langit episode tayang april,"[3, 30105, 11705, 5713, 1942, 5540, 3506, 6651, 2778, 1]",0,0,0
"Sean Ivan, Adik Irish Bella yang Jadi Wali Nikah Sang Kakak di Usia 18 Tahun",non-clickbait,0,sean ivan adik irish bella wali nikah sang kakak usia,"[3, 12969, 10563, 5606, 31362, 15364, 4666, 20718, 1903, 6610, 3381, 1]",0,0,0
"Sinopsis Sinetron 'CINTA BUTA' Tayang Senin, 29 April 2019",non-clickbait,0,sinopsis sinetron cinta buta tayang senin april,"[3, 30105, 11705, 5713, 4045, 11751, 6651, 9252, 2778, 1]",0,0,0
"Sinopsis Drama W Episode 4, Lee Jong Suk Mulai Temukan Kebenaran",non-clickbait,0,sinopsis drama w episode lee jong suk temukan kebenaran,"[3, 30105, 11705, 3462, 62, 3506, 5378, 9403, 2984, 20002, 7473, 1]",0,0,0
"Perhitungan Suara Belum Selesai, Adly Fairuz Dipastikan Menuju Gedung DPR RI",non-clickbait,0,perhitungan suara selesai adly fairuz gedung dpr ri,"[3, 8745, 2881, 4436, 1544, 2563, 9795, 9559, 3573, 4430, 2602, 1]",0,0,0
"Gelar Bachelorette Party di Jepang, Syahrini Dikerjain Habis-habisan",non-clickbait,0,gelar bachelorette party jepang syahrini dikerjain habis habisan,"[3, 2839, 23071, 9586, 15019, 2268, 7906, 9202, 1012, 14565, 17926, 1010, 8407, 28832, 1]",0,0,0
"Hebat! Nurul Bashira, Puteri Muslimah Indonesia 2019 Sabet 2 Gelar Sekaligus",clickbait,1,hebat nurul bashira puteri muslimah indonesia sabet gelar,"[3, 8893, 16437, 22900, 2691, 8329, 28016, 1766, 4346, 1583, 2839, 1]",1,0,0
"Sinopsis 'Be Natural:The Untold Story Of Alice Guy-Blache', Sejarah Perfilm an Dunia",non-clickbait,0,sinopsis be natural the untold story of alice guy blache sejarah perfilm an dunia,"[3, 30105, 11705, 2812, 16500, 1873, 1553, 11661, 1006, 10857, 2077, 13063, 12501, 14071, 5672, 2573, 15485, 9826, 1571, 1935, 1]",0,0,0
"'Gift Series', Inovasi Terbaru dan Kekinian Untuk Investasi Emas",non-clickbait,0,gift series inovasi terbaru kekinian investasi emas,"[3, 4123, 5800, 9364, 10680, 7078, 2058, 29972, 7534, 4166, 1]",0,0,0
"Selamat, Nurul Bashirah Terpilih Menjadi Puteri Muslimah Indonesia 2019",non-clickbait,0,selamat nurul bashirah terpilih puteri muslimah indonesia,"[3, 6264, 16437, 22900, 8919, 3776, 8329, 28016, 1766, 1]",0,0,0
Baim Wong Ungkap Paula Verhoeven Sudah Mulai Pintar Masak,non-clickbait,0,baim paula verhoeven pintar masak,"[3, 12515, 1017, 27742, 4176, 26040, 4846, 12246, 12521, 1]",0,0,0
"Sinopsis Drama W Episode 7, Hutang Nyawa Lee Jong Suk pada Han Hyo Joo",non-clickbait,0,sinopsis drama w episode hutang nyawa lee jong suk han hyo joo,"[3, 30105, 11705, 3462, 62, 3506, 16075, 12649, 5378, 9403, 2984, 4110, 23722, 19805, 1]",0,0,0
"Sempat Grogi, Reino Barack Sudah Sudah Cium Kening Syahrini Sebelum Lamaran Dijawab",clickbait,1,grogi reino barack cium kening syahrini lamaran,"[3, 4118, 1679, 14347, 1016, 22585, 22628, 3047, 1529, 7906, 9202, 1012, 27801, 1]",0,0,0
"Kedatangan Seleb dan Influencer di Event Wonderful Noon, Gimana Keseruannya?",clickbait,1,kedatangan seleb influencer event wonderful noon gimana keseruannya,"[3, 6827, 9171, 17802, 17557, 12601, 15719, 14883, 2845, 1513, 14657, 1683, 20670, 19439, 1]",0,1,0
"Sinopsis Drama W Episode 9, Akankah Ada Happy Ending untuk Han Hyo Joo?",clickbait,1,sinopsis drama w episode happy ending han hyo joo,"[3, 30105, 11705, 3462, 62, 3506, 16150, 4664, 1529, 4110, 23722, 19805, 1]",0,1,0
"Sinopsis Drama W Episode 8, Ancaman yang Diterima Lee Jong Suk & Han Hyo Joo",non-clickbait,0,sinopsis drama w episode ancaman diterima lee jong suk han hyo joo,"[3, 30105, 11705, 3462, 62, 3506, 6878, 4799, 5378, 9403, 2984, 4110, 23722, 19805, 1]",0,0,0
"Perhatian Dipo Latief Pada Nikita Mirzani, Update USG Anak - Ingin Biayai Lahiran",non-clickbait,0,perhatian dipo latief nikita mirzani update usg anak biayai lahiran,"[3, 4895, 18868, 20338, 2615, 24822, 25899, 2053, 22352, 2064, 1014, 1942, 4523, 1012, 2444, 1487, 1]",0,0,0
"Andre Taulany Dituding Hina Ulama, Ustaz Adi Hidayat Beri Peringatan Keras",non-clickbait,0,andre taulany dituding hina ulama ustaz adi hidayat peringatan keras,"[3, 9238, 8296, 3749, 1025, 10629, 1529, 20137, 1007, 5646, 30633, 5524, 4301, 11016, 6063, 3331, 1]",0,0,0
"Baru Nikah Dengan Fadel Islami, Muzdalifah Dibuat Naik Pitam Karena Hal Ini",clickbait,1,nikah fadel islami muzdalifah pitam,"[3, 20718, 7834, 1505, 17907, 18949, 14005, 28346, 9479, 1017, 1]",0,0,0
"Dengar Cut Tary Akui 3 Kali Berhubungan dengan Ariel, Begini Reaksi Suami",clickbait,1,dengar cut tary akui kali berhubungan ariel reaksi suami,"[3, 21307, 12438, 3669, 1025, 4384, 1012, 1859, 5162, 18460, 4655, 6989, 1]",0,0,0
Romantisnya Chef Arnold Bersama Sang Istri yang Sedang Hamil Anak Pertama,clickbait,1,romantisnya chef arnold sang istri hamil anak,"[3, 10214, 1538, 23921, 16610, 1903, 4011, 7959, 1942, 1]",0,0,0
"Persiapan Akad Nikah, Syahrini Bangun Pagi Buta Hingga Penasaran Dengan Sang Suami",non-clickbait,0,persiapan akad nikah syahrini bangun pagi buta penasaran sang suami,"[3, 7670, 29916, 20718, 7906, 9202, 1012, 9910, 5690, 11751, 21496, 1903, 6989, 1]",0,0,0
"Sinopsis Drama W Episode 10, Lee Jong Suk Dijebak Lakukan Pembunuhan",non-clickbait,0,sinopsis drama w episode lee jong suk dijebak lakukan pembunuhan,"[3, 30105, 11705, 3462, 62, 3506, 5378, 9403, 2984, 2617, 9784, 9008, 5823, 1]",0,0,0
"Menangis Di Sungkeman Syahrini - Reino, Rosano Barack Beri Wejangan Penting Ini...",clickbait,1,menangis sungkeman syahrini reino rosano barack wejangan,"[3, 12667, 23130, 6472, 7906, 9202, 1012, 14347, 1016, 19178, 3686, 22585, 4852, 11836, 1487, 1]",0,0,0
"Sinopsis Sinetron 'CINTA SUCI' Tayang Kamis, 2 Mei 2019",non-clickbait,0,sinopsis sinetron cinta suci tayang kamis mei,"[3, 30105, 11705, 5713, 4045, 3935, 6651, 11553, 2726, 1]",0,0,0
"Sinopsis Drama W Episode 11, Perjuangan Lee Jong Suk Temukan Kebenaran",non-clickbait,0,sinopsis drama w episode perjuangan lee jong suk temukan kebenaran,"[3, 30105, 11705, 3462, 62, 3506, 5494, 5378, 9403, 2984, 20002, 7473, 1]",0,0,0
7 Pasangan Dalam Drama Korea Dengan 'Chemistry' Paling Kuat,clickbait,1,pasangan drama korea chemistry kuat,"[3, 3979, 3462, 2819, 13997, 23590, 3572, 1]",0,0,0
"Sinopsis Drama W Episode 12, Berhasilkah Rencana yang Dibuat Lee Jong Suk?",non-clickbait,0,sinopsis drama w episode berhasilkah rencana lee jong suk,"[3, 30105, 11705, 3462, 62, 3506, 2498, 5944, 4215, 5378, 9403, 2984, 1]",0,1,0
"Sinopsis Drama W Episode 13, Han Hyo Joo Diculik Sosok Pembunuh Misterius",non-clickbait,0,sinopsis drama w episode han hyo joo diculik sosok pembunuh misterius,"[3, 30105, 11705, 3462, 62, 3506, 4110, 23722, 19805, 15673, 7317, 9924, 10946, 1]",0,0,0
"Sinopsis Sinetron 'CINTA BUTA' Tayang Kamis, 2 Mei 2019",non-clickbait,0,sinopsis sinetron cinta buta tayang kamis mei,"[3, 30105, 11705, 5713, 4045, 11751, 6651, 11553, 2726, 1]",0,0,0
"Sinopsis Sinetron 'CINTA SUCI' Tayang Jumat, 3 Mei 2019",non-clickbait,0,sinopsis sinetron cinta suci tayang jumat mei,"[3, 30105, 11705, 5713, 4045, 3935, 6651, 9002, 2726, 1]",0,0,0
"Sinopsis Sinetron 'ORANG KETIGA' Tayang Jumat, 3 Mei 2019",non-clickbait,0,sinopsis sinetron orang ketiga tayang jumat mei,"[3, 30105, 11705, 5713, 1714, 2918, 6651, 9002, 2726, 1]",0,0,0
Cerita Ginanjar Pernah Panik Takut Rumahnya Kebakaran,clickbait,1,cerita ginanjar panik takut rumahnya kebakaran,"[3, 3123, 15831, 23502, 17835, 7701, 7777, 7797, 1]",0,0,0
"Pertama Kali Nyekar Bareng Suami, Syahrini Bocorkan Romantisnya Reino Barack",clickbait,1,kali nyekar bareng suami syahrini bocorkan romantisnya reino barack,"[3, 1859, 3382, 5512, 1700, 1523, 6989, 7906, 9202, 1012, 22677, 1507, 10214, 1538, 14347, 1016, 22585, 1]",0,0,0
"Tatap Syahrini Penuh Cinta, Ini yang Dirasakan Reino Barack Jelang Sungkeman",clickbait,1,tatap syahrini penuh cinta dirasakan reino barack jelang sungkeman,"[3, 29603, 7906, 9202, 1012, 3906, 4045, 12053, 14347, 1016, 22585, 9864, 1491, 23130, 6472, 1]",0,0,0
Pangeran Harry Beri Tanda Meghan Markle Sudah Melahirkan?,clickbait,1,pangeran harry tanda meghan markle melahirkan,"[3, 3385, 6640, 4183, 6950, 1900, 3767, 1567, 6156, 1]",0,1,0
Inilah Kekayaan Para Bintang Avengers Dari Terendah Hingga Paling Tinggi,clickbait,1,kekayaan bintang avengers terendah,"[3, 7471, 3056, 24190, 9599, 1]",0,0,0
"Sinopsis Sinetron 'CINTA BUTA' Tayang Jumat, 3 Mei 2019",non-clickbait,0,sinopsis sinetron cinta buta tayang jumat mei,"[3, 30105, 11705, 5713, 4045, 11751, 6651, 9002, 2726, 1]",0,0,0
"Dinner Silaturahmi Syahrini - Reino Barack Digelar Tanpa Orangtua, Ada Apa?",clickbait,1,dinner silaturahmi syahrini reino barack digelar orangtua,"[3, 2021, 3905, 10604, 8970, 1896, 7906, 9202, 1012, 14347, 1016, 22585, 7655, 29243, 1]",0,1,0
"Sinopsis Sinetron 'CINTA BUTA' Tayang Senin, 6 Mei 2019",non-clickbait,0,sinopsis sinetron cinta buta tayang senin mei,"[3, 30105, 11705, 5713, 4045, 11751, 6651, 9252, 2726, 1]",0,0,0
"Sinopsis Sinetron 'ANAK LANGIT' Tayang Senin, 6 Mei 2019",non-clickbait,0,sinopsis sinetron anak langit tayang senin mei,"[3, 30105, 11705, 5713, 1942, 5540, 6651, 9252, 2726, 1]",0,0,0
Gaun Pengantin Mewah Syahrini di Gala Dinner Sempat Muncul di Fashion Show,non-clickbait,0,gaun pengantin mewah syahrini gala dinner muncul fashion show,"[3, 20033, 12336, 9780, 7906, 9202, 1012, 12218, 2021, 3905, 2752, 13277, 5981, 1]",0,0,0
"Fashion Seleb di Gala Dinner Syahrini & Reino: Nagita, Mulan, Hingga Hotman Paris",non-clickbait,0,fashion seleb gala dinner syahrini reino nagita mulan hotman paris,"[3, 13277, 9171, 12218, 2021, 3905, 7906, 9202, 1012, 14347, 1016, 4851, 1782, 5275, 1010, 3909, 1854, 4630, 1]",0,0,0
"Resmi Jadi Ayah, Ini Nama Anak Raditya Dika Beserta Artinya",clickbait,1,resmi ayah nama anak raditya dika beserta,"[3, 2771, 2701, 1769, 1942, 3254, 4311, 1007, 7314, 5985, 1]",0,0,0
"7 Foto Balita Baekhyun EXO, Bukti Dari Kecil Sudah Punya Aura Seorang Idol",clickbait,1,foto balita baekhyun exo bukti aura idol,"[3, 5007, 25588, 14168, 9107, 1501, 18721, 4606, 26123, 10046, 1]",0,0,0
"Bandingkan BTS dan BLACKPINK, Instagram Boy William Ramai Hujatan",non-clickbait,0,bandingkan bts blackpink instagram boy william ramai hujatan,"[3, 17616, 20965, 5566, 10037, 1028, 18596, 5330, 4388, 9881, 6111, 17820, 1487, 1]",0,0,0
7 Potret Penampilan Cantik Jisoo BLACKPINK Jadi Cinta Pertama Song Joong Ki,clickbait,1,potret penampilan cantik jisoo blackpink cinta song joong ki,"[3, 13722, 4640, 8249, 2566, 6362, 1016, 5566, 10037, 1028, 4045, 5464, 19409, 1014, 4022, 1]",0,0,0
Song Joong Ki Umumkan Gugat Cerai Song Hye Kyo,non-clickbait,0,song joong ki umumkan gugat cerai song hye kyo,"[3, 5464, 19409, 1014, 4022, 1978, 1507, 4398, 1494, 26515, 5464, 20034, 25385, 1]",0,0,0
"Ditanya Kabar Kehamilan, Syahrini: Semoga Bulan Ini Mampet",non-clickbait,0,kabar kehamilan syahrini semoga mampet,"[3, 4962, 14014, 7906, 9202, 1012, 19834, 6285, 15210, 1]",0,0,0
"Nicky Tirta Sudah Nyaman Tekuni Bidang Kuliner, Pernah Bikin Nastar Blackpink",non-clickbait,0,nicky tirta nyaman tekuni bidang kuliner bikin nastar blackpink,"[3, 30875, 18367, 10853, 28351, 1012, 2656, 12600, 9373, 1498, 5319, 1986, 5566, 10037, 1028, 1]",0,0,0
"Sinopsis Sinetron 'ORANG KETIGA' Tayang Senin, 6 Mei 2019",non-clickbait,0,sinopsis sinetron orang ketiga tayang senin mei,"[3, 30105, 11705, 5713, 1714, 2918, 6651, 9252, 2726, 1]",0,0,0
"Singgung Soal Mantan dan 'Ikan Asin', Galih Ginanjar: Memang Itu Faktanya",non-clickbait,0,singgung mantan ikan asin galih ginanjar faktanya,"[3, 11864, 1563, 3651, 3646, 14154, 17440, 1015, 15831, 23502, 26170, 1]",0,0,0
"Langgar Mitos Usai Pernikahan, Inikah Penyebab Perceraian Song Joong Ki?",clickbait,1,langgar mitos pernikahan penyebab perceraian song joong ki,"[3, 30972, 9105, 4201, 6488, 16949, 5464, 19409, 1014, 4022, 1]",0,1,0
"Tanggapi Pernyataan Galih Ginanjar, Fairuz A Rafiq: Lebih Baik Aku Diem Aja",non-clickbait,0,tanggapi pernyataan galih ginanjar fairuz a rafiq diem aja,"[3, 28343, 1012, 5585, 17440, 1015, 15831, 23502, 9795, 9559, 40, 26708, 1054, 21576, 14888, 1]",0,0,0
Kru Drama Sudah Curiga Pernikahan Song Joong Ki - Song Hye Kyo Bermasalah,non-clickbait,0,kru drama curiga pernikahan song joong ki song hye kyo bermasalah,"[3, 8625, 3462, 19362, 4201, 5464, 19409, 1014, 4022, 5464, 20034, 25385, 17858, 1]",0,0,0
"6 K-Pop Idol Cowok Imut Dengan Rambut Mangkuk, Jungkook BTS - Chanyeol EXO",clickbait,1,k pop idol cowok imut rambut mangkuk jungkook bts chanyeol exo,"[3, 50, 2494, 10046, 24656, 2491, 1565, 6722, 18450, 8129, 4898, 1608, 20965, 9417, 5710, 1547, 18721, 1]",0,0,0
